Setting Name,Uiorder,MVNO Type,MVNO Value,MCC,MNC,Account Type,APN,Access Type,Access Option,Proxy Server IP,Port,User Name,Password,First DNS,Second DNS,Home Page,Auth Type,Reserved,Visible,Roaming,roaming_protocol
Play Internet,5,,,260,98,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Play MMS,5,,,260,98,1,mms,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.play.pl/mms/wapenc,0,2,TRUE,FALSE,0
web52,5,,,262,9,0,web52.testnetz-vd2.de,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
web52,5,,,262,9,8,web52.testnetz-vd2.de,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
ims52,5,,,262,9,5,ims52.testnetz-vd2.de,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
YOTA,5,spn,YOTA,250,2,0,internet.yota,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
YOTA,5,spn,YOTA,250,2,1,mms.yota,1,0,10.10.10.10,8080,,,0.0.0.0,0.0.0.0,http://mmsc:8002,0,0,TRUE,FALSE,0
Jazztel Internet,5,spn,JAZZTEL,214,21,0,jazzinternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel MMS,5,spn,JAZZTEL,214,21,1,jazzmms,1,0,37.132.0.10,8080,,,0.0.0.0,0.0.0.0,http://jazztelmms.com/servlets/mms,1,0,TRUE,FALSE,0
MTN WAP,5,,,621,30,0,web.gprs.mtnnigeria.net,1,0,10.199.212.2,9201,web,web,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
internet simyo,5,spn,simyo,214,3,0,orangeworld,1,0,,,orange,orange,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
internet simyo,5,spn,simyo,214,3,7,orangeworld,1,0,,,orange,orange,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
simyo MMS,5,spn,simyo,214,3,1,orangemms,1,0,172.22.188.25,8080,orange,orange,0.0.0.0,0.0.0.0,http://mms.orange.es,1,0,TRUE,FALSE,0
internet simyo,5,spn,simyo,214,19,0,orangeworld,1,0,,,orange,orange,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
internet simyo,5,spn,simyo,214,19,7,orangeworld,1,0,,,orange,orange,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
simyo MMS,5,spn,simyo,214,19,1,orangemms,1,0,172.22.188.25,8080,orange,orange,0.0.0.0,0.0.0.0,http://mms.orange.es,1,0,TRUE,FALSE,0
Internet,5,spn,Euskaltel,214,8,0,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet,5,spn,Euskaltel,214,8,7,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Euskaltel MMS,5,spn,Euskaltel,214,8,1,euskaltelmms.euskaltel.mobi,1,0,172.16.18.74,8080,MMS,EUSKALTEL,0.0.0.0,0.0.0.0,http://mms.euskaltel.mobi,1,0,TRUE,FALSE,0
Moi Internet,5,spn,MOI,244,12,0,data.moimobile.fi,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Moi Internet,5,spn,MOI,244,12,7,data.moimobile.fi,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Moi MMS,5,spn,MOI,244,12,1,mms,1,0,10.1.1.2,8080,dna,mms,0.0.0.0,0.0.0.0,http://mmsc.dna.fi,1,0,TRUE,FALSE,0
TDC Finland Internet,5,spn,TDC,244,91,0,inet.tdc.fi,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Finland Internet,5,spn,TDC,244,91,7,inet.tdc.fi,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Finland MMS,5,spn,TDC,244,91,1,mms.tdc.fi,1,0,195.156.25.33,80,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.fi,0,0,TRUE,FALSE,0
hollandsnieuwe,5,spn,hollandsnieuwe,204,4,0,live.vodafone.com,1,0,,,vodafone,vodafone,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
hollandsnieuwe,5,spn,hollandsnieuwe,204,4,7,live.vodafone.com,1,0,,,vodafone,vodafone,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
AH Internet,5,spn,AH Mobiel,204,12,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
AH Internet,5,spn,AH Mobiel,204,12,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
AH Internet,5,spn,AH Mobiel,204,12,1,internet,1,0,10.10.100.20,5080,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Ortel Internet,5,spn,Ortel NL,204,8,0,portalmmm.nl,1,0,,,,,0.0.0.0,0.0.0.0,http://mp.mobiel.kpn/mmsc,0,0,TRUE,FALSE,0
Intercity NL,5,,,204,17,0,portalmmm.nl,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Intercity NL,5,,,204,17,7,portalmmm.nl,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telekom Internet,5,,,262,1,0,internet.telekom,1,0,,,telekom,telekom,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
T-Mobile Internet,5,,,230,1,5,ims,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,FALSE,FALSE,0
TDC Internet,5,gid,TDC DK,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Internet,5,gid,TDC DK,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC MMS,5,gid,TDC DK,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC Internet,5,imsir,238010100000000-238010199999999,238,1,0,Internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC Internet,5,imsir,238010100000000-238010199999999,238,1,7,Internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC MMS,5,imsir,238010100000000-238010199999999,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC NO Internet,5,gid,TDC NO,238,1,0,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO Internet,5,gid,TDC NO,238,1,7,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO MMS,5,gid,TDC NO,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
congstar Internet,5,gid,44,262,1,0,internet.telekom,1,0,,,congstar,cs,0.0.0.0,0.0.0.0,http://mms.t-mobile.de/servlets/mms,0,2,TRUE,FALSE,0
congstar Internet,5,gid,44,262,1,1,internet.telekom,1,0,109.237.176.193,8008,congstar,cs,0.0.0.0,0.0.0.0,http://mms.t-mobile.de/servlets/mms,0,2,TRUE,FALSE,0
congstar Internet,5,gid,44,262,1,7,internet.telekom,1,0,,,congstar,cs,0.0.0.0,0.0.0.0,http://mms.t-mobile.de/servlets/mms,0,2,TRUE,FALSE,0
congstar Internet,5,gid,44,262,1,8,internet.telekom,1,0,,,congstar,cs,0.0.0.0,0.0.0.0,http://mms.t-mobile.de/servlets/mms,0,2,TRUE,FALSE,0
Internet,5,spn,bonbon,219,1,0,internet.ht.hr,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,spn,bonbon,219,1,7,internet.ht.hr,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,spn,bonbon,219,1,1,mms.htgprs,1,0,10.12.0.4,8080,,,0.0.0.0,0.0.0.0,http://mms.t-mobile.hr/servlets/mms,0,0,TRUE,FALSE,0
EE IMS,5,,,234,30,5,ims,1,1,,,eesecure,secure,0.0.0.0,0.0.0.0,,1,1,TRUE,FALSE,1
EE IMS,5,,,234,33,5,ims,1,1,,,eesecure,secure,0.0.0.0,0.0.0.0,,1,1,TRUE,FALSE,1
TDC NO Internet,5,imsir,238017100000000-238017199999999,238,1,0,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO Internet,5,imsir,238017100000000-238017199999999,238,1,7,internet.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC NO MMS,5,imsir,238017100000000-238017199999999,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC SE Internet,5,gid,TDC SE,238,1,0,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE Internet,5,gid,TDC SE,238,1,7,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE MMS,5,gid,TDC SE,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
TDC SE Internet,5,imsir,238017200000000-238017299999999,238,1,0,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE Internet,5,imsir,238017200000000-238017299999999,238,1,7,internet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TDC SE MMS,5,imsir,238017200000000-238017299999999,238,1,1,MMS,1,0,inetproxy.tdc.dk,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Unotel Internet,5,spn,Unotel,238,1,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unotel Internet,5,spn,Unotel,238,1,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Unotel MMS,5,spn,Unotel,238,1,1,MMS,1,0,194.182.251.15,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tdc.dk:8002,0,0,TRUE,FALSE,0
Oister Internet,5,spn,Oister,238,6,0,data.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Oister Internet,5,spn,Oister,238,6,7,data.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Oister MMS,5,spn,Oister,238,6,1,data.dk,1,0,http://mmsproxy.oister.dk,8799,,,0.0.0.0,0.0.0.0,http://mms.oister.dk,0,0,TRUE,FALSE,0
Telia DK,5,,,238,20,0,www.internet.mtelia.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia DK,5,,,238,20,7,www.internet.mtelia.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Telia MMS,5,,,238,20,1,www.mms.mtelia.dk,1,0,193.209.134.131,8080,,,0.0.0.0,0.0.0.0,http://mms.telia.dk,0,2,TRUE,FALSE,0
Pay 'n'Go Internet,5,spn,Pay 'n'Go,238,20,0,websp,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Pay 'n'Go Internet,5,spn,Pay 'n'Go,238,20,7,websp,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Pay 'n'Go MMS,5,spn,Pay 'n'Go,238,20,1,mmssp,1,0,193.209.134.131,80,,,0.0.0.0,0.0.0.0,http://mms.telia.dk,0,0,TRUE,FALSE,0
Telia SurfPort,5,,,238,30,0,www.internet.mtelia.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telia SurfPort,5,,,238,30,7,www.internet.mtelia.dk,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telia MMS,5,,,238,30,1,www.mms.mtelia.dk,1,0,193.209.134.131,80,,,0.0.0.0,0.0.0.0,http://mms.telia.dk,0,0,TRUE,FALSE,0
Size Internet,5,spn,Size,240,1,0,spinboxmb.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Size Internet,5,spn,Size,240,1,7,spinboxmb.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Size MMS,5,spn,Size,240,1,1,spinboxmms.telia.se,1,0,193.209.134.132,80,,,0.0.0.0,0.0.0.0,http://mmss,0,0,TRUE,FALSE,0
Spinbox Internet,5,spn,Spinbox,240,1,0,spinboxmb.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Spinbox Internet,5,spn,Spinbox,240,1,7,spinboxmb.telia.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Spinbox MMS,5,spn,Spinbox,240,1,1,spinboxmms.telia.se,1,0,193.209.134.132,80,,,0.0.0.0,0.0.0.0,http://mmss,0,0,TRUE,FALSE,0
Telenor SE,5,,,240,4,0,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Telenor SE,5,,,240,4,1,services.telenor.se,1,0,172.30.253.241,8799,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Telenor SE,5,,,240,4,7,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Glocalnet Internet,5,spn,Glocalnet,240,8,0,services.glocalnet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Glocalnet Internet,5,spn,Glocalnet,240,8,7,services.glocalnet.se,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Glocalnet MMS,5,spn,Glocalnet,240,8,1,services.glocalnet.se,1,0,172.30.253.241,8799,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Cell Mobile Internet,5,spn,Cell Mobile,240,8,0,sp-internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Cell Mobile Internet,5,spn,Cell Mobile,240,8,7,sp-internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Cell Mobile MMS,5,spn,Cell Mobile,240,8,1,sp-services,1,0,172.30.253.241,8799,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Telenor SE,5,,,240,24,0,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Telenor SE,5,,,240,24,1,services.telenor.se,1,0,172.30.253.241,8799,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Telenor SE,5,,,240,24,7,services.telenor.se,1,0,,,,,0.0.0.0,0.0.0.0,http://mms,0,0,TRUE,FALSE,0
Telekom HU NET,5,,,216,30,0,internet.telekom,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Telekom HU NET,5,,,216,30,7,internet.telekom,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Telekom HU NET,5,,,216,30,8,internet.telekom,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Chess Internet,5,spn,Chess,242,2,0,netcom,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Chess Internet,5,spn,Chess,242,2,7,netcom,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Chess MMS,5,spn,Chess,242,2,1,mms.netcom.no,1,0,212.169.66.4,8080,,,0.0.0.0,0.0.0.0,http://mm/,0,0,TRUE,FALSE,0
Phonero Internet,5,spn,Phonero,242,1,0,internet.phonero.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Phonero Internet,5,spn,Phonero,242,1,7,internet.phonero.no,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Phonero MMS,5,spn,Phonero,242,1,1,mms.phonero.no,1,0,10.10.10.11,8080,phonero,1111,0.0.0.0,0.0.0.0,http://mmsc/,0,0,TRUE,FALSE,0
Ben internet,5,gid,5f,204,16,0,internet.ben,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Ben internet,5,gid,5f,204,16,7,internet.ben,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Ben MMS,5,gid,5f,204,16,1,mms.ben,1,0,10.10.10.11,8080,,,0.0.0.0,0.0.0.0,http://benmms,1,2,TRUE,FALSE,0
IMC Internet,5,,,274,4,0,gprs.imc.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
IMC Internet,5,,,274,4,7,gprs.imc.is,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
IMC MMS,5,,,274,4,1,mms.imc.is,1,0,192.168.2.246,8080,,,0.0.0.0,0.0.0.0,http://192.168.002.246/MMSC/MM1.cgi,0,0,TRUE,FALSE,0
Internet,5,gid,23,260,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Internet,5,gid,23,260,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,2,TRUE,FALSE,0
Telenet Internet,5,imsi,20601889,206,1,0,telenetwap.be,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenet Internet,5,imsi,20601889,206,1,7,telenetwap.be,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenet MMS,5,imsi,20601889,206,1,1,mms.be,1,0,195.130.149.100,80,,,0.0.0.0,0.0.0.0,http://mmsc.telenet.be,0,0,TRUE,FALSE,0
Internet móvil,5,spn,Vodafone ES,214,1,0,airtelwap.es,1,0,,,wap@wap,wap125,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet móvil,5,spn,Vodafone ES,214,1,7,airtelwap.es,1,0,,,wap@wap,wap125,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,spn,Vodafone ES,214,1,1,mms.vodafone.net,1,0,212.73.32.10,80,,,0.0.0.0,0.0.0.0,http://mmsc.vodafone.es/servlets/mms,0,0,TRUE,FALSE,0
ims,5,,,222,10,5,ims,1,1,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Ziggo Mobiel,5,pnn,Ziggo,206,1,0,internet.ziggo.nl,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Ziggo Mobiel,5,pnn,Ziggo,206,1,7,internet.ziggo.nl,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vectone,5,,,206,7,0,webbe.mundio.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vectone,5,,,206,7,7,webbe.mundio.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Tele2 Internet,5,imsir,2400760-2400761,240,7,0,internet.tele2.nl,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.nl,0,0,TRUE,FALSE,0
Tele2 Internet,5,imsir,2400760-2400761,240,7,7,internet.tele2.nl,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.nl,0,0,TRUE,FALSE,0
Tele2 Internet,5,imsir,2400760-2400761,240,7,1,internet.tele2.nl,1,0,193.12.40.64,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.nl,0,0,TRUE,FALSE,0
ims,5,,,234,15,5,ims,1,1,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
ims,5,,,268,1,5,ims,1,1,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
connect,5,spn,Vodafone MT,278,1,0,connect,1,0,,,connect,connect,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
connect,5,spn,Vodafone MT,278,1,7,connect,1,0,,,connect,connect,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,spn,Vodafone MT,278,1,1,mms.vodafone.com.mt,1,0,10.12.0.3,8080,,,0.0.0.0,0.0.0.0,http://mms.vodafone.com.mt/servlets/mms,0,0,TRUE,FALSE,0
Vodafone MMS,5,spn,Vodafone IE,272,1,1,mms.vodafone.net,1,0,10.24.59.200,80,,,0.0.0.0,0.0.0.0,http://www.vodafone.ie/mms,0,0,TRUE,FALSE,0
Vodafone live!,5,spn,Vodafone IE,272,1,0,live.vodafone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone live!,5,spn,Vodafone IE,272,1,7,live.vodafone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TalkTalk WAP,5,gid,537f,234,10,0,mobile.talktalk.co.uk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.talktalk.co.uk/servlets/mms,0,0,TRUE,FALSE,0
TalkTalk WAP,5,gid,537f,234,10,1,mobile.talktalk.co.uk,1,0,212.183.137.12,8799,,,0.0.0.0,0.0.0.0,http://mms.talktalk.co.uk/servlets/mms,0,0,TRUE,FALSE,0
TalkTalk WAP,5,gid,537f,234,10,7,mobile.talktalk.co.uk,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.talktalk.co.uk/servlets/mms,0,0,TRUE,FALSE,0
EE IMS,5,,,234,86,0,ims,1,0,,,eesecure,secure,0.0.0.0,0.0.0.0,,0,1,TRUE,FALSE,1
Manx Pronto,5,spn,Manx Pronto,234,58,0,web.prontogo.net,1,0,,,webgo,webgo,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Manx Pronto MMS,5,spn,Manx Pronto,234,58,0,mms.prontogo.net,1,0,,,mmsgo,mmsgo,0.0.0.0,0.0.0.0,http://mms.manxpronto.net:8002,1,0,TRUE,FALSE,0
Internet APN,5,gid,a0,234,30,0,everywhere,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS APN,5,gid,a0,234,30,1,eezone,1,0,149.254.201.135,8080,eesecure,secure,0.0.0.0,0.0.0.0,http://mms/,0,0,TRUE,FALSE,0
Orange IMS,5,,,208,1,5,ppvoims,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Orange IMS,5,,,214,3,5,imsercnokia,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Orange IMS,5,,,226,10,5,test-epg-ims,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Orange IMS,5,,,260,3,5,ims_test,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
o2 IMS,5,,,262,7,5,ims,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
ABS-CBN Internet,5,spn,ABS-CBN,515,2,0,internet.abs-cbn.com.ph,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone,5,,,404,1,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,404,1,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,1,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,1,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,1,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Airtel Internet,5,,,404,2,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,404,2,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,404,2,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Airtel Internet,5,,,404,3,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,404,3,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,404,3,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
Idea Cellular Internet,5,,,404,4,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,404,4,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular MMS,5,,,404,4,1,mmsc,1,0,10.4.42.15,8080,,,0.0.0.0,0.0.0.0,http://10.4.42.21:8002/,0,0,TRUE,FALSE,0
Vodafone,5,,,404,5,0,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone,5,,,404,5,7,www,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,5,0,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,5,7,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Vodafone live!,5,,,404,5,1,portalnmms,1,0,10.10.1.100,9401,,,0.0.0.0,0.0.0.0,http://mms1.live.vodafone.in/mms/,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,404,7,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular Internet,5,,,404,7,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Idea Cellular MMS,5,,,404,7,1,mmsc,1,0,10.4.42.15,8080,,,0.0.0.0,0.0.0.0,http://10.4.42.21:8002/,0,0,TRUE,FALSE,0
Reliance Internet,5,,,404,9,0,rcomnet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Reliance Internet,5,,,404,9,7,rcomnet,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Reliance MMS,5,,,404,9,1,rcommms,1,0,10.239.221.005,8080,,,0.0.0.0,0.0.0.0,http://10.239.221.47/mms/,0,0,TRUE,FALSE,0
Airtel Internet,5,,,404,10,0,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel Internet,5,,,404,10,7,airtelgprs.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,2
Airtel MMS,5,,,404,10,1,airtelmms.com,1,0,100.1.201.172,8799,,,0.0.0.0,0.0.0.0,http://100.1.201.171:10021/mmsc,0,0,TRUE,FALSE,0
